Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label
172.16.16.96-172.16.16.163-34532-30002-6,172.16.16.96,34532,172.16.16.163,30002,6,2022-09-07 19:48:13.494206,2363,5,0,440.0,0.0,440.0,0.0,88.0,196.7739820199815,0,0,0,0,186203.9779940753,2115.9542953872196,590.75,201.97421452584817,817.0,327.0,2363.0,590.75,201.97421452584817,817.0,327.0,0,0,0,0,0,1,0,0,0,0,0,168,0,2115.9542953872196,0.0,0.0,440.0,88.0,196.7739820199815,38720.0,1,1,0,1,4,0,0,0,0.0,88.0,88.0,0.0,0,0,0,0,0,0,1,88,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,2363,NeedManualLabel
172.16.16.96-172.16.16.1-45049-53-17,172.16.16.96,45049,172.16.16.1,53,17,2022-09-07 19:56:05.218047,0,1,0,52.0,0.0,52.0,52.0,52.0,0.0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,52.0,52.0,0.0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
172.16.16.96-172.16.16.1-60858-53-17,172.16.16.96,60858,172.16.16.1,53,17,2022-09-07 19:51:47.267554,0,1,0,52.0,0.0,52.0,52.0,52.0,0.0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,52.0,52.0,0.0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
172.16.16.96-172.16.16.163-53366-30002-6,172.16.16.96,53366,172.16.16.163,30002,6,2022-09-07 19:52:37.148673,1501,5,0,446.0,0.0,446.0,0.0,89.2,199.45726359298123,0,0,0,0,297135.2431712192,3331.112591605596,375.25,128.54927719231512,469.0,188.0,1501.0,375.25,128.54927719231512,469.0,188.0,0,0,0,0,0,1,0,0,0,0,0,168,0,3331.112591605596,0.0,0.0,446.0,89.2,199.45726359298123,39783.2,1,1,0,1,4,0,0,0,0.0,89.2,89.2,0.0,0,0,0,0,0,0,1,89,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,1501,NeedManualLabel
172.16.16.96-172.16.16.1-41814-53-17,172.16.16.96,41814,172.16.16.1,53,17,2022-09-07 19:53:23.735618,0,1,0,52.0,0.0,52.0,52.0,52.0,0.0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,52.0,52.0,0.0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
172.16.16.96-172.16.16.163-35064-30002-6,172.16.16.96,35064,172.16.16.163,30002,6,2022-09-07 19:43:50.468591,3560,5,0,451.0,0.0,451.0,0.0,90.2,201.69333157048104,0,0,0,0,126685.39325842698,1404.4943820224719,890.0,369.90359104321584,1302.0,479.0,3560.0,890.0,369.90359104321584,1302.0,479.0,0,0,0,0,0,1,0,0,0,0,0,168,0,1404.4943820224719,0.0,0.0,451.0,90.2,201.69333157048104,40680.200000000004,1,1,0,1,4,0,0,0,0.0,90.2,90.2,0.0,0,0,0,0,0,0,1,90,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,3560,NeedManualLabel
172.16.16.96-172.16.16.1-41940-53-17,172.16.16.96,41940,172.16.16.1,53,17,2022-09-07 19:54:52.027880,0,1,0,52.0,0.0,52.0,52.0,52.0,0.0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,52.0,52.0,0.0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
172.16.16.96-172.16.16.163-33348-30002-6,172.16.16.96,33348,172.16.16.163,30002,6,2022-09-07 19:41:34.619272,1532,5,0,462.0,0.0,462.0,0.0,92.4,206.61268112098057,0,0,0,0,301566.57963446475,3263.7075718015667,383.0,65.11016305718589,457.0,300.0,1532.0,383.0,65.11016305718589,457.0,300.0,0,0,0,0,0,1,0,0,0,0,0,168,0,3263.7075718015667,0.0,0.0,462.0,92.4,206.61268112098057,42688.8,1,1,0,1,4,0,0,0,0.0,92.4,92.4,0.0,0,0,0,0,0,0,1,92,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,1532,NeedManualLabel
172.16.16.96-172.16.16.163-35400-30002-6,172.16.16.96,35400,172.16.16.163,30002,6,2022-09-07 19:48:22.506429,3240,5,0,425.0,0.0,425.0,0.0,85.0,190.06577808748213,0,0,0,0,131172.83950617284,1543.20987654321,810.0,428.16274164543245,1369.0,326.0,3240.0,810.0,428.16274164543245,1369.0,326.0,0,0,0,0,0,1,0,0,0,0,0,168,0,1543.20987654321,0.0,0.0,425.0,85.0,190.06577808748213,36125.0,1,1,0,1,4,0,0,0,0.0,85.0,85.0,0.0,0,0,0,0,0,0,1,85,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,3240,NeedManualLabel
172.16.16.96-172.16.16.163-59596-30002-6,172.16.16.96,59596,172.16.16.163,30002,6,2022-09-07 19:44:55.743184,2732,5,0,442.0,0.0,442.0,0.0,88.4,197.66840921098142,0,0,0,0,161786.23718887262,1830.161054172767,683.0,285.88925594828964,1071.0,385.0,2732.0,683.0,285.88925594828964,1071.0,385.0,0,0,0,0,0,1,0,0,0,0,0,168,0,1830.161054172767,0.0,0.0,442.0,88.4,197.66840921098142,39072.8,1,1,0,1,4,0,0,0,0.0,88.4,88.4,0.0,0,0,0,0,0,0,1,88,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,2732,NeedManualLabel
172.16.16.96-172.16.16.163-48490-30002-6,172.16.16.96,48490,172.16.16.163,30002,6,2022-09-07 19:36:38.166829,2455,5,0,426.0,0.0,426.0,0.0,85.2,190.51299168298206,0,0,0,0,173523.4215885947,2036.6598778004072,613.75,250.1631134546685,960.0,374.0,2455.0,613.75,250.1631134546685,960.0,374.0,0,0,0,0,0,1,0,0,0,0,0,168,0,2036.6598778004072,0.0,0.0,426.0,85.2,190.51299168298206,36295.2,1,1,0,1,4,0,0,0,0.0,85.2,85.2,0.0,0,0,0,0,0,0,1,85,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,2455,NeedManualLabel
172.16.16.96-172.16.16.1-48137-53-17,172.16.16.96,48137,172.16.16.1,53,17,2022-09-07 19:38:32.169848,0,1,0,52.0,0.0,52.0,52.0,52.0,0.0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,52.0,52.0,0.0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NeedManualLabel
172.16.16.96-172.16.16.163-60928-30002-6,172.16.16.96,60928,172.16.16.163,30002,6,2022-09-07 19:39:54.667796,2076,5,0,427.0,0.0,427.0,0.0,85.4,190.96020527848205,0,0,0,0,205684.0077071291,2408.4778420038533,519.0,240.45651027438066,754.0,256.0,2076.0,519.0,240.45651027438066,754.0,256.0,0,0,0,0,0,1,0,0,0,0,0,168,0,2408.4778420038533,0.0,0.0,427.0,85.4,190.96020527848205,36465.8,1,1,0,1,4,0,0,0,0.0,85.4,85.4,0.0,0,0,0,0,0,0,1,85,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,2076,NeedManualLabel
172.16.16.96-172.16.16.163-49652-30002-6,172.16.16.96,49652,172.16.16.163,30002,6,2022-09-07 19:50:59.657088,1498,5,0,422.0,0.0,422.0,0.0,84.4,188.72413730098225,0,0,0,0,281708.94526034716,3337.7837116154874,374.5,286.48501996904946,779.0,162.0,1498.0,374.5,286.48501996904946,779.0,162.0,0,0,0,0,0,1,0,0,0,0,0,168,0,3337.7837116154874,0.0,0.0,422.0,84.4,188.72413730098225,35616.8,1,1,0,1,4,0,0,0,0.0,84.4,84.4,0.0,0,0,0,0,0,0,1,84,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,1498,NeedManualLabel
172.16.16.96-172.16.16.163-60492-30002-6,172.16.16.96,60492,172.16.16.163,30002,6,2022-09-07 19:56:13.575590,2452,5,0,428.0,0.0,428.0,0.0,85.6,191.407418873982,0,0,0,0,174551.38662316476,2039.1517128874386,613.0,185.51729479125837,837.0,460.0,2452.0,613.0,185.51729479125837,837.0,460.0,0,0,0,0,0,1,0,0,0,0,0,168,0,2039.1517128874386,0.0,0.0,428.0,85.6,191.407418873982,36636.8,1,1,0,1,4,0,0,0,0.0,85.6,85.6,0.0,0,0,0,0,0,0,1,85,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,2452,NeedManualLabel
