Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,LABEL-I,LABEL-II,LABEL-III
192.168.1.104-192.168.1.1-47955-53-17,192.168.1.104,47955,192.168.1.1,53,17,2022-09-12 19:20:17.910424,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-37072-30007-6,192.168.1.104,37072,192.168.1.102,30007,6,2022-09-12 19:04:12.503888,35125,5,0,2213,0,2213,0,442.6,989.683686841407,0,0,0,0,63003.5587188612,142.348754448399,8781.25,16913.3858698764,34151,255,35125,8781.25,16913.3858698764,34151,255,0,0,0,0,0,1,0,0,0,0,0,168,0,142.348754448399,0,0,2213,442.6,989.683686841407,979473.8,1,1,0,1,4,0,0,0,0,442.6,442.6,0,0,0,0,0,0,0,1,442,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,35125,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.102-48938-30007-6,192.168.1.104,48938,192.168.1.102,30007,6,2022-09-12 19:30:07.182878,52885,5,0,1394,0,1394,0,278.8,623.415752126941,0,0,0,0,26359.0810248653,94.5447669471495,13221.25,25715.5970489377,51794,234,52885,13221.25,25715.5970489377,51794,234,0,0,0,0,0,1,0,0,0,0,0,168,0,94.5447669471495,0,0,1394,278.8,623.415752126941,388647.2,1,1,0,1,4,0,0,0,0,278.8,278.8,0,0,0,0,0,0,0,1,278,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,52885,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.102-43150-30007-6,192.168.1.104,43150,192.168.1.102,30007,6,2022-09-12 19:30:54.039574,36622,5,0,1897,0,1897,0,379.4,848.36419066342,0,0,0,0,51799.4648025777,136.529954672055,9155.5,17371.7432343447,35213,404,36622,9155.5,17371.7432343447,35213,404,0,0,0,0,0,1,0,0,0,0,0,168,0,136.529954672055,0,0,1897,379.4,848.36419066342,719721.8,1,1,0,1,4,0,0,0,0,379.4,379.4,0,0,0,0,0,0,0,1,379,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,36622,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.1-34572-53-17,192.168.1.104,34572,192.168.1.1,53,17,2022-09-12 19:42:02.943613,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-48079-53-17,192.168.1.104,48079,192.168.1.1,53,17,2022-09-12 18:50:48.134833,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-47781-53-17,192.168.1.104,47781,192.168.1.1,53,17,2022-09-12 19:14:18.589461,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-50420-53-17,192.168.1.104,50420,192.168.1.1,53,17,2022-09-12 19:20:58.411361,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-57744-30007-6,192.168.1.104,57744,192.168.1.102,30007,6,2022-09-12 19:11:03.590878,32867,5,0,999,0,999,0,199.8,446.766381904458,0,0,0,0,30395.2292573098,152.12827456111,8216.75,15241.9668104218,31076,333,32867,8216.75,15241.9668104218,31076,333,0,0,0,0,0,1,0,0,0,0,0,168,0,152.12827456111,0,0,999,199.8,446.766381904458,199600.2,1,1,0,1,4,0,0,0,0,199.8,199.8,0,0,0,0,0,0,0,1,199,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,32867,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.102-41098-30007-6,192.168.1.104,41098,192.168.1.102,30007,6,2022-09-12 19:20:51.871841,35511,5,0,1401,0,1401,0,280.2,626.546247295441,0,0,0,0,39452.5639942553,140.801441806764,8877.75,16340.3245862294,33383,469,35511,8877.75,16340.3245862294,33383,469,0,0,0,0,0,1,0,0,0,0,0,168,0,140.801441806764,0,0,1401,280.2,626.546247295441,392560.2,1,1,0,1,4,0,0,0,0,280.2,280.2,0,0,0,0,0,0,0,1,280,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,35511,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.1-57675-53-17,192.168.1.104,57675,192.168.1.1,53,17,2022-09-12 19:18:38.353175,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-35846-30007-6,192.168.1.104,35846,192.168.1.102,30007,6,2022-09-12 19:28:03.160284,51794,5,0,1209,0,1209,0,241.8,540.681236959449,0,0,0,0,23342.4721010156,96.5362783333977,12948.5,25083.6798802196,50574,376,51794,12948.5,25083.6798802196,50574,376,0,0,0,0,0,1,0,0,0,0,0,168,0,96.5362783333977,0,0,1209,241.8,540.681236959449,292336.2,1,1,0,1,4,0,0,0,0,241.8,241.8,0,0,0,0,0,0,0,1,241,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,51794,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.102-43458-30007-6,192.168.1.104,43458,192.168.1.102,30007,6,2022-09-12 19:43:11.893671,51784,6,0,1016,0,1016,0,169.333333333333,414.780263111285,0,0,0,0,19619.9598331531,115.865904526495,10356.8,22166.4789535912,50005,111,51784,10356.8,22166.4789535912,50005,111,0,0,0,0,0,1,0,0,0,0,0,200,0,115.865904526495,0,0,1016,169.333333333333,414.780263111285,172042.666666667,1,1,0,1,5,0,0,0,0,169.333333333333,169.333333333333,0,0,0,0,0,0,0,1,169,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,51784,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.1-36117-53-17,192.168.1.104,36117,192.168.1.1,53,17,2022-09-12 19:17:24.635780,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-40570-30007-6,192.168.1.104,40570,192.168.1.102,30007,6,2022-09-12 18:54:32.267092,48710,5,0,1891,0,1891,0,378.2,845.680909090421,0,0,0,0,38821.5972079655,102.648326832273,12177.5,23410.7012638807,47293,317,48710,12177.5,23410.7012638807,47293,317,0,0,0,0,0,1,0,0,0,0,0,168,0,102.648326832273,0,0,1891,378.2,845.680909090421,715176.2,1,1,0,1,4,0,0,0,0,378.2,378.2,0,0,0,0,0,0,0,1,378,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,48710,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.1-49922-53-17,192.168.1.104,49922,192.168.1.1,53,17,2022-09-12 19:21:24.831035,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-41839-53-17,192.168.1.104,41839,192.168.1.1,53,17,2022-09-12 19:34:25.239740,0,1,0,47,0,47,47,47,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,47,47,47,0,0,0,0,0,0,0,0,0,0,0,47,47,0,0,0,0,0,0,0,1,47,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-56693-53-17,192.168.1.104,56693,192.168.1.1,53,17,2022-09-12 19:40:08.778140,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-58596-30007-6,192.168.1.104,58596,192.168.1.102,30007,6,2022-09-12 19:15:38.056667,41310,5,0,2231,0,2231,0,446.2,997.733531560406,0,0,0,0,54006.2938755749,121.036068748487,10327.5,18961.1375449892,38763,321,41310,10327.5,18961.1375449892,38763,321,0,0,0,0,0,1,0,0,0,0,0,168,0,121.036068748487,0,0,2231,446.2,997.733531560406,995472.2,1,1,0,1,4,0,0,0,0,446.2,446.2,0,0,0,0,0,0,0,1,446,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,41310,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.1-48527-53-17,192.168.1.104,48527,192.168.1.1,53,17,2022-09-12 19:39:31.248101,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-42025-53-17,192.168.1.104,42025,192.168.1.1,53,17,2022-09-12 19:41:26.564480,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-40260-53-17,192.168.1.104,40260,192.168.1.1,53,17,2022-09-12 19:17:13.692498,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-40933-53-17,192.168.1.104,40933,192.168.1.1,53,17,2022-09-12 19:28:55.572958,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-59879-53-17,192.168.1.104,59879,192.168.1.1,53,17,2022-09-12 19:42:31.967765,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-47714-53-17,192.168.1.104,47714,192.168.1.1,53,17,2022-09-12 18:54:14.616325,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-49935-53-17,192.168.1.104,49935,192.168.1.1,53,17,2022-09-12 19:14:56.274125,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-59692-53-17,192.168.1.104,59692,192.168.1.1,53,17,2022-09-12 19:13:35.319189,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-45341-53-17,192.168.1.104,45341,192.168.1.1,53,17,2022-09-12 19:17:50.773562,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-44394-30007-6,192.168.1.104,44394,192.168.1.102,30007,6,2022-09-12 19:05:16.069738,53719,5,0,1009,0,1009,0,201.8,451.238517859458,0,0,0,0,18782.925966604,93.0769373964519,13429.75,24113.9085367069,49551,385,53719,13429.75,24113.9085367069,49551,385,0,0,0,0,0,1,0,0,0,0,0,168,0,93.0769373964519,0,0,1009,201.8,451.238517859458,203616.2,1,1,0,1,4,0,0,0,0,201.8,201.8,0,0,0,0,0,0,0,1,201,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,53719,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.1-33443-53-17,192.168.1.104,33443,192.168.1.1,53,17,2022-09-12 19:38:40.290568,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-46340-30007-6,192.168.1.104,46340,192.168.1.102,30007,6,2022-09-12 19:37:04.689829,49704,6,0,1206,0,1206,0,201,492.347438299419,0,0,0,0,24263.6407532593,120.71463061323,9940.8,21073.7254347683,47636,149,49704,9940.8,21073.7254347683,47636,149,0,0,0,0,0,1,0,0,0,0,0,200,0,120.71463061323,0,0,1206,201,492.347438299419,242406,1,1,0,1,5,0,0,0,0,201,201,0,0,0,0,0,0,0,1,201,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,49704,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.1-37740-53-17,192.168.1.104,37740,192.168.1.1,53,17,2022-09-12 19:29:02.349363,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-40422-30007-6,192.168.1.104,40422,192.168.1.102,30007,6,2022-09-12 18:59:46.304487,41540,5,0,1883,0,1883,0,376.6,842.103200326421,0,0,0,0,45329.8025999037,120.365912373616,10385,19860.847229327,40176,343,41540,10385,19860.847229327,40176,343,0,0,0,0,0,1,0,0,0,0,0,168,0,120.365912373616,0,0,1883,376.6,842.103200326421,709137.8,1,1,0,1,4,0,0,0,0,376.6,376.6,0,0,0,0,0,0,0,1,376,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,41540,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.102-39432-30007-6,192.168.1.104,39432,192.168.1.102,30007,6,2022-09-12 19:04:02.711089,33395,5,0,1005,0,1005,0,201,449.449663477458,0,0,0,0,30094.325497829,149.72301242701,8348.75,14462.5999362724,29999,444,33395,8348.75,14462.5999362724,29999,444,0,0,0,0,0,1,0,0,0,0,0,168,0,149.72301242701,0,0,1005,201,449.449663477458,202005,1,1,0,1,4,0,0,0,0,201,201,0,0,0,0,0,0,0,1,201,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,33395,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.1-34475-53-17,192.168.1.104,34475,192.168.1.1,53,17,2022-09-12 19:28:43.682904,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-53332-30007-6,192.168.1.104,53332,192.168.1.102,30007,6,2022-09-12 18:58:56.210620,47847,6,0,1878,0,1878,0,313,766.690289491135,0,0,0,0,39250.1097247476,125.399711580663,9569.4,20641.0272951711,46492,119,47847,9569.4,20641.0272951711,46492,119,0,0,0,0,0,1,0,0,0,0,0,200,0,125.399711580663,0,0,1878,313,766.690289491135,587814,1,1,0,1,5,0,0,0,0,313,313,0,0,0,0,0,0,0,1,313,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,47847,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.102-56186-30007-6,192.168.1.104,56186,192.168.1.102,30007,6,2022-09-12 19:44:22.636586,35004,5,0,1220,0,1220,0,244,545.600586509949,0,0,0,0,34853.1596388984,142.840818192207,8751,16561.1876586997,33592,339,35004,8751,16561.1876586997,33592,339,0,0,0,0,0,1,0,0,0,0,0,168,0,142.840818192207,0,0,1220,244,545.600586509949,297680,1,1,0,1,4,0,0,0,0,244,244,0,0,0,0,0,0,0,1,244,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,35004,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.1-35334-53-17,192.168.1.104,35334,192.168.1.1,53,17,2022-09-12 19:01:00.713216,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-40806-30007-6,192.168.1.104,40806,192.168.1.102,30007,6,2022-09-12 18:51:57.493885,49461,6,0,1397,0,1397,0,232.833333333333,570.322861778017,0,0,0,0,28244.4754453003,121.307696973373,9892.2,21432.3810086514,48231,99,49461,9892.2,21432.3810086514,48231,99,0,0,0,0,0,1,0,0,0,0,0,200,0,121.307696973373,0,0,1397,232.833333333333,570.322861778017,325268.166666667,1,1,0,1,5,0,0,0,0,232.833333333333,232.833333333333,0,0,0,0,0,0,0,1,232,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,49461,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.1-34534-53-17,192.168.1.104,34534,192.168.1.1,53,17,2022-09-12 19:15:21.857232,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-56042-53-17,192.168.1.104,56042,192.168.1.1,53,17,2022-09-12 19:02:06.898811,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-41694-30007-6,192.168.1.104,41694,192.168.1.102,30007,6,2022-09-12 18:56:32.391481,46506,5,0,1883,0,1883,0,376.6,842.103200326421,0,0,0,0,40489.3992173053,107.513009074098,11626.5,22607.6967498534,45538,289,46506,11626.5,22607.6967498534,45538,289,0,0,0,0,0,1,0,0,0,0,0,168,0,107.513009074098,0,0,1883,376.6,842.103200326421,709137.8,1,1,0,1,4,0,0,0,0,376.6,376.6,0,0,0,0,0,0,0,1,376,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,46506,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.1-40616-53-17,192.168.1.104,40616,192.168.1.1,53,17,2022-09-12 18:52:26.325274,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-55614-30007-6,192.168.1.104,55614,192.168.1.102,30007,6,2022-09-12 19:14:48.250096,47789,5,0,1879,0,1879,0,375.8,840.314345944421,0,0,0,0,39318.6716608425,104.626587708468,11947.25,22587.6718938303,45825,363,47789,11947.25,22587.6718938303,45825,363,0,0,0,0,0,1,0,0,0,0,0,168,0,104.626587708468,0,0,1879,375.8,840.314345944421,706128.2,1,1,0,1,4,0,0,0,0,375.8,375.8,0,0,0,0,0,0,0,1,375,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,47789,CVE-2020-25213,CWE-434,Unrestricted Upload of File with Dangerous Type
192.168.1.104-192.168.1.1-51795-53-17,192.168.1.104,51795,192.168.1.1,53,17,2022-09-12 19:27:51.998084,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
